id,parser,gps,delay,level,lon,lat,vel
001065434448, 2014-05-09 00:38:57, 2014-05-09 00:38:53, 4, 5, 10.50245, -66.9496833333333, 0
001066108174, 2014-05-09 00:38:59, 2014-05-09 00:38:57, 2, 5, 10.2133166666667, -67.4149166666667, 0
001066060879, 2014-05-09 00:39:06, 2014-05-09 00:39:02, 4, 5, 10.4310166666667, -67.0076166666667, 0
001066053789, 2014-05-09 00:39:18, 2014-05-09 00:39:10, 8, 5, 10.9002166666667, -64.0910833333333, 0
001066110252, 2014-05-09 00:39:23, 2014-05-09 00:39:21, 2, 5, 10.5041833333333, -66.8321833333333, 0
001066087367, 2014-05-09 00:39:34, 2014-05-09 00:39:30, 4, 5, 10.5042, -66.8319833333333, 0
001066060848, 2014-05-09 00:39:36, 2014-05-09 00:39:32, 4, 5, 9.96578333333333, -65.1287333333333, 0
001066059996, 2014-05-09 00:39:40, 2014-05-09 00:39:35, 5, 5, 10.4321333333333, -67.0067666666667, 0
001065434445, 2014-05-09 00:39:41, 2014-05-09 00:39:34, 7, 5, 10.2501666666667, -67.9056166666667, 0
001065436603, 2014-05-09 00:39:44, 2014-05-09 00:39:36, 8, 5, 10.2751, -67.62565, 0
001069406168, 2014-05-09 00:39:45, 2014-05-09 00:39:43, 2, 5, 10.4900166666667, -66.7870166666667, 0
001066053788, 2014-05-09 00:39:56, 2014-05-09 00:39:53, 3, 5, 10.43225, -67.0068, 0
